rating_id,score,program_id,user_id
193,3.97896,245,4
194,2.79084,31,4
195,2.52437,460,4
196,4.42764,541,4
197,3.29182,386,4
198,0.0705417,126,4
199,0.0518061,5,4
200,3.71418,150,4
201,0.786724,299,5
202,3.41674,514,5
203,1.35496,448,5
204,4.30623,240,5
205,0.118302,191,5
206,3.45741,298,5
207,1.76636,554,5
208,0.0186222,76,5
209,1.48322,13,5
210,4.38685,2,5
211,0.0333376,477,5
212,2.16665,519,5
213,0.188443,203,5
214,1.41653,176,5
215,3.82128,308,5
216,4.77483,81,5
217,1.20835,8,5
218,2.56443,43,5
219,1.25694,541,5
220,1.93216,16,5
221,4.27646,224,5
222,3.38039,28,5
223,2.47681,177,5
224,1.97316,192,5
225,4.73997,447,5
226,4.41,336,5
227,1.35765,537,5
228,3.10105,332,5
229,2.44755,140,5
230,2.34703,474,5
231,1.99643,77,5
232,0.774939,410,5
233,4.36994,309,5
234,2.99273,431,5
235,3.29112,65,5
236,2.36587,465,5
237,1.84384,242,5
238,0.944696,31,5
239,0.815087,545,5
240,3.02953,232,5
241,0.754849,235,5
242,1.05491,59,5
243,4.45228,491,5
244,1.10941,212,5
245,0.187876,499,5
246,0.669169,149,5
247,2.0348,34,5
248,4.42854,338,5
249,3.65305,485,5
250,2.99166,487,5
251,2.73706,211,6
252,3.85521,581,6
253,4.23685,258,6
254,4.45868,397,6
255,2.34105,66,6
256,4.49425,303,6
257,3.0957,409,6
258,3.1541,408,6
259,2.77844,465,6
260,3.16519,425,6
261,3.62867,369,6
262,4.28,163,6
263,2.0921,536,6
264,1.69012,157,6
265,1.6941,474,6
266,4.64436,164,6
267,2.52658,298,6
268,3.89553,70,6
269,3.3913,443,6
270,0.706984,173,6
271,0.287659,317,6
272,0.530407,332,6
273,2.85396,544,6
274,0.928547,497,6
275,3.88832,495,6
276,2.26352,347,6
277,4.80532,353,6
278,4.84678,301,6
279,1.15506,125,6
280,2.88233,354,6
281,2.92899,177,6
282,1.88301,102,6
283,3.39221,279,6
284,4.27477,460,6
285,4.55527,567,6
286,1.64811,272,6
287,4.72639,199,6
288,3.77518,405,6
289,0.693756,378,6
290,1.11972,309,6
291,1.51437,491,6
292,0.065467,74,6
293,1.64225,336,6
294,0.0777471,104,6
295,2.79161,51,6
296,3.90067,39,6
297,4.74982,506,6
298,2.24541,361,6
299,1.14262,343,6
300,1.52879,546,6
301,2.32659,248,7
302,2.55228,483,7
303,2.9964,197,7
304,1.59229,123,7
305,2.67335,311,7
306,0.498592,102,7
307,2.34346,150,7
308,1.85527,246,7
309,1.06602,587,7
310,2.94162,239,7
311,2.65283,533,7
312,0.36348,199,7
313,1.63298,335,7
314,1.92869,214,7
315,3.61326,347,7
316,3.02538,18,7
317,3.96054,511,7
318,3.90864,223,7
319,3.69499,320,7
320,2.84685,137,7
321,3.48388,580,7
322,0.261251,253,7
323,0.047704,134,7
324,0.787365,64,7
325,3.16117,258,7
326,2.09264,575,7
327,2.65537,290,7
328,4.55822,396,7
329,3.64649,289,7
330,3.66202,578,7
331,1.11124,170,7
332,1.48323,409,7
333,3.69884,201,7
334,0.423594,565,7
335,3.9247,106,7
336,2.18448,493,7
337,3.28736,156,7
338,3.60355,349,7
339,4.91982,176,7
340,0.311303,243,7
341,1.54171,537,7
342,0.549823,8,7
343,4.81854,36,7
344,3.34332,56,7
345,2.47039,210,7
346,2.23333,472,7
347,3.25414,436,7
348,1.15344,48,7
349,3.4311,526,7
350,2.74929,556,7
351,2.04862,136,8
352,1.75879,360,8
353,2.60653,181,8
354,1.04346,114,8
355,2.7637,392,8
356,3.82107,344,8
357,1.00195,73,8
358,4.14732,305,8
359,1.58755,488,8
360,0.827057,160,8
361,1.20544,428,8
362,1.24758,320,8
363,2.94111,231,8
364,4.90274,179,8
365,1.47813,436,8
366,4.3186,314,8
367,2.83565,567,8
368,3.76856,341,8
369,4.79907,245,8
370,1.05947,80,8
371,2.49118,442,8
372,1.61881,237,8
373,0.39808,28,8
374,3.24821,206,8
375,3.86001,104,8
376,3.77557,263,8
377,3.76651,537,8
378,3.82094,271,8
379,0.310728,581,8
380,0.979339,448,8
381,4.26323,112,8
382,4.63049,8,8
383,0.0211431,282,8
384,0.032694,44,8
385,3.3137,376,8
386,3.64383,205,8
387,0.383647,584,8
388,2.50304,350,8
389,1.34938,170,8
390,4.08205,558,8
391,2.98885,473,8
392,0.48837,25,8
393,3.60474,78,8
394,2.47476,587,8
395,4.14681,11,8
396,1.95856,293,8
397,0.32043,161,8
398,2.36258,536,8
399,4.81755,109,8
400,2.75317,286,8
401,3.62063,15,9
402,0.568949,112,9
403,1.66379,33,9
404,3.75709,115,9
405,0.075739,447,9
406,3.34159,414,9
407,2.4181,410,9
408,1.10996,91,9
409,0.539795,503,9
410,3.99391,373,9
411,2.16241,314,9
412,3.10245,250,9
413,4.77751,426,9
414,1.12428,271,9
415,0.232017,520,9
416,2.92523,197,9
417,1.19997,176,9
418,2.60275,103,9
419,0.174753,343,9
420,2.90922,177,9
421,0.0438744,324,9
422,0.706212,589,9
423,0.113272,228,9
424,1.08032,230,9
425,0.765751,530,9
426,4.87448,581,9
427,0.977035,330,9
428,0.456901,49,9
429,4.36928,22,9
430,1.07394,572,9
431,3.2089,538,9
432,3.22642,98,9
433,2.53156,41,9
434,3.5945,165,9
435,2.36886,65,9
436,1.82599,344,9
437,3.45087,563,9
438,3.08911,341,9
439,1.8447,106,9
440,2.89191,206,9
441,4.05124,428,9
442,3.91444,279,9
443,3.42077,336,9
444,2.70827,202,9
445,1.78356,2,9
446,3.26018,35,9
447,1.55825,300,9
448,2.46363,432,9
449,0.626275,450,9
450,3.89803,498,9
451,2.69547,209,10
452,2.92658,393,10
453,0.453879,291,10
454,1.77276,307,10
455,3.29931,333,10
456,1.61798,44,10
457,2.70808,390,10
458,1.14941,138,10
459,1.20934,118,10
460,0.00406794,244,10
461,3.49297,169,10
462,4.83308,453,10
463,4.04654,146,10
464,1.27969,435,10
465,3.85035,204,10
466,0.474677,80,10
467,0.210493,188,10
468,4.48078,50,10
469,3.53983,101,10
470,4.28031,191,10
471,0.721492,43,10
472,0.0466315,167,10
473,1.07887,126,10
474,3.73103,325,10
475,4.18596,3,10
476,0.658137,434,10
477,1.58064,318,10
478,3.91702,276,10
479,2.02053,26,10
480,1.12908,124,10
481,3.87259,359,10
482,3.88195,249,10
483,0.215079,270,10
484,1.79608,287,10
485,1.47688,83,10
486,3.94358,365,10
487,2.80649,381,10
488,4.35504,504,10
489,1.84755,362,10
490,1.48175,125,10
491,2.21854,534,10
492,2.84475,236,10
493,2.24003,193,10
494,1.57442,429,10
495,3.90658,158,10
496,1.90476,561,10
497,4.94101,575,10
498,1.843,172,10
499,2.55349,379,10
500,3.56378,78,10
501,3.57041,47,11
502,0.089318,331,11
503,3.28371,280,11
504,3.85656,82,11
505,0.141455,107,11
506,2.81102,451,11
507,1.39414,510,11
508,1.86008,193,11
509,3.47255,512,11
510,4.9879,137,11
511,2.00593,268,11
512,1.48528,255,11
513,2.03865,188,11
514,3.65678,518,11
515,3.85669,219,11
516,2.32989,235,11
517,3.45378,270,11
518,1.37595,36,11
519,1.0339,332,11
520,4.18952,588,11
521,2.97227,27,11
522,4.5697,307,11
523,4.24611,271,11
524,4.85268,93,11
525,2.92871,118,11
526,1.10302,231,11
527,2.92785,430,11
528,2.71417,283,11
529,4.27734,582,11
530,2.02558,445,11
531,1.20348,365,11
532,0.568987,240,11
533,3.4219,565,11
534,1.62727,51,11
535,0.677494,100,11
536,2.08203,534,11
537,2.77354,319,11
538,4.22433,387,11
539,4.99098,585,11
540,0.0679076,438,11
541,4.46149,141,11
542,0.802811,493,11
543,3.33909,124,11
544,2.64559,101,11
545,3.8522,439,11
546,2.6682,289,11
547,3.59531,522,11
548,1.41394,129,11
549,4.95,426,11
550,4.72811,530,11
551,3.43687,495,12
552,3.41864,84,12
553,3.88754,140,12
554,0.429353,151,12
555,4.6253,21,12
556,2.63697,97,12
557,0.587345,174,12
558,0.947772,244,12
559,0.648311,347,12
560,1.19971,139,12
561,0.244279,56,12
562,0.731851,281,12
563,1.71138,131,12
564,0.912415,117,12
565,4.80067,122,12
566,3.07574,133,12
567,0.512802,269,12
568,3.46766,171,12
569,2.19115,525,12
570,1.43876,4,12
571,4.44495,49,12
572,3.46955,232,12
573,1.46552,437,12
574,0.772847,153,12
575,3.7013,246,12
576,3.29805,453,12
577,3.9744,397,12
578,2.86503,315,12
579,4.67905,39,12
580,0.472288,431,12
581,3.26882,179,12
582,3.091,13,12
583,3.10645,430,12
584,0.987596,231,12
585,0.148206,79,12
586,4.67478,542,12
587,4.87404,505,12
588,2.27627,42,12
589,2.7148,342,12
590,2.213,112,12
591,1.70303,209,12
592,3.57479,230,12
593,2.26431,236,12
594,4.85236,279,12
595,3.78829,515,12
596,1.78935,247,12
597,4.14708,220,12
598,4.86236,477,12
599,3.90628,403,12
600,2.11471,197,12
601,4.28209,9,13
602,1.10735,485,13
603,2.82785,121,13
604,1.82878,508,13
605,4.80003,555,13
606,4.86517,472,13
607,4.84659,1,13
608,3.28709,534,13
609,1.09789,149,13
610,4.64969,566,13
611,2.9617,234,13
612,3.30269,127,13
613,0.912922,111,13
614,0.712125,109,13
615,0.0325944,575,13
616,1.1514,82,13
617,1.82237,167,13
618,2.63884,89,13
619,0.811805,383,13
620,4.98616,541,13
621,1.90628,467,13
622,4.61639,168,13
623,1.30548,553,13
624,2.51844,239,13
625,2.61041,145,13
626,3.14422,160,13
627,0.69134,367,13
628,1.27742,144,13
629,4.33857,511,13
630,1.43091,15,13
631,4.10494,255,13
632,3.53849,120,13
633,0.253301,431,13
634,3.43697,456,13
635,3.1372,308,13
636,0.827618,356,13
637,1.13709,364,13
638,1.63102,491,13
639,2.68307,272,13
640,3.62281,411,13
641,1.02793,258,13
642,1.2743,536,13
643,3.66441,427,13
644,3.44927,126,13
645,3.12476,558,13
646,4.24451,339,13
647,2.09889,6,13
648,1.33291,454,13
649,2.02677,290,13
650,0.52874,205,13
651,4.1441,366,14
652,4.18089,170,14
653,0.0282573,468,14
654,2.16094,375,14
655,3.12203,72,14
656,1.18681,199,14
657,3.62764,190,14
658,4.3875,336,14
659,4.07838,26,14
660,0.57314,207,14
661,3.78529,37,14
662,3.54932,149,14
663,0.430438,82,14
664,0.765411,554,14
665,2.05289,6,14
666,1.04021,236,14
667,2.81378,246,14
668,1.15886,5,14
669,1.24897,379,14
670,3.70757,285,14
671,2.09676,24,14
672,4.86917,498,14
673,3.60135,175,14
674,2.4035,39,14
675,4.28239,359,14
676,2.13695,571,14
677,0.665224,73,14
678,4.0627,314,14
679,3.67833,204,14
680,3.6728,522,14
681,3.35094,30,14
682,4.70008,431,14
683,3.1747,91,14
684,4.9379,398,14
685,3.12496,501,14
686,4.63832,96,14
687,4.59862,19,14
688,0.349992,433,14
689,3.259,84,14
690,2.04882,29,14
691,1.55942,78,14
692,3.03389,430,14
693,0.405105,432,14
694,0.811355,151,14
695,4.57217,371,14
696,4.73387,491,14
697,1.03843,456,14
698,1.75842,350,14
699,1.58594,584,14
700,3.14948,79,14
701,1.46657,143,15
702,1.93587,282,15
703,4.48155,515,15
704,2.98418,577,15
705,0.475136,255,15
706,0.184053,153,15
707,3.86146,543,15
708,2.65635,539,15
709,2.01867,448,15
710,2.63596,357,15
711,4.24026,31,15
712,1.48484,78,15
713,2.40283,5,15
714,0.825131,567,15
715,1.15706,167,15
716,2.40397,253,15
717,4.42515,460,15
718,0.791477,168,15
719,4.64627,164,15
720,3.04004,487,15
721,3.21783,454,15
722,0.491352,480,15
723,1.08845,399,15
724,2.36311,270,15
725,1.81805,347,15
726,4.88697,312,15
727,2.84825,553,15
728,4.96966,504,15
729,4.06923,248,15
730,2.99058,157,15
731,1.39194,388,15
732,4.74779,50,15
733,0.712306,321,15
734,2.37046,263,15
735,1.33061,271,15
736,3.29325,439,15
737,1.1918,103,15
738,3.63272,146,15
739,0.815249,286,15
740,2.85362,155,15
741,2.21893,284,15
742,1.50441,17,15
743,3.87756,370,15
744,0.446299,518,15
745,2.86162,560,15
746,1.01897,484,15
747,2.02279,148,15
748,2.90444,62,15
749,1.91581,280,15
750,3.40889,229,15
751,3.92006,287,16
752,2.48115,342,16
753,1.49831,489,16
754,3.82992,529,16
755,0.397687,385,16
756,0.98133,393,16
757,2.29287,173,16
758,0.936338,147,16
759,0.570156,576,16
760,2.71028,588,16
761,3.90112,135,16
762,3.45723,470,16
763,1.13394,230,16
764,2.21701,298,16
765,0.595836,513,16
766,3.01675,467,16
767,2.56769,233,16
768,0.751325,448,16
769,4.40992,411,16
770,2.17091,57,16
771,1.83858,459,16
772,1.95792,231,16
773,2.77235,472,16
774,1.52255,216,16
775,0.244147,199,16
776,4.17484,249,16
777,2.06966,354,16
778,3.53908,31,16
779,1.24602,237,16
780,3.59748,221,16
781,3.9157,345,16
782,4.71956,435,16
783,1.87403,160,16
784,1.60704,558,16
785,2.73471,533,16
786,0.444811,482,16
787,3.22124,104,16
788,2.13149,341,16
789,1.90933,279,16
790,2.88888,429,16
791,2.67309,100,16
792,2.77011,175,16
793,4.43446,102,16
794,2.93881,488,16
795,4.49932,531,16
796,2.06549,320,16
797,3.68742,436,16
798,4.4927,469,16
799,1.95755,24,16
800,4.08627,22,16
801,0.32117,185,17
802,4.23823,261,17
803,3.10139,353,17
804,1.01475,364,17
805,3.80004,326,17
806,1.86546,346,17
807,0.263761,310,17
808,1.77395,228,17
809,4.50436,420,17
810,1.63535,82,17
811,1.40387,417,17
812,1.62032,475,17
813,4.11688,170,17
814,1.63458,74,17
815,3.52922,485,17
816,2.88495,248,17
817,4.95859,205,17
818,3.75011,65,17
819,4.86888,83,17
820,3.36394,534,17
821,4.39902,429,17
822,2.31982,143,17
823,1.93859,488,17
824,0.44623,548,17
825,2.66656,153,17
826,0.643553,355,17
827,2.00014,572,17
828,4.17158,237,17
829,4.57922,57,17
830,4.83337,125,17
831,4.91603,337,17
832,1.46866,434,17
833,1.50281,91,17
834,2.58486,223,17
835,2.45746,58,17
836,3.86235,282,17
837,3.69105,11,17
838,3.25752,49,17
839,2.12476,3,17
840,3.42208,315,17
841,3.19301,582,17
842,2.83244,461,17
843,3.35429,377,17
844,3.62556,535,17
845,3.54767,158,17
846,0.307943,357,17
847,3.08227,487,17
848,0.664068,182,17
849,3.57721,281,17
850,4.53312,127,17
851,0.624811,527,18
852,2.77742,23,18
853,1.91546,435,18
854,1.53891,184,18
855,2.08417,386,18
856,0.0141015,288,18
857,2.1112,416,18
858,0.628716,130,18
859,1.95201,71,18
860,3.31169,557,18
861,2.78349,415,18
862,0.092063,579,18
863,4.80561,216,18
864,4.8471,355,18
865,1.51686,369,18
866,0.468588,263,18
867,1.38032,330,18
868,2.88973,126,18
869,0.0049275,168,18
870,2.0732,211,18
871,1.5714,247,18
872,1.52857,487,18
873,1.64012,585,18
874,0.361574,36,18
875,1.06955,262,18
876,2.09584,10,18
877,1.26849,281,18
878,2.0114,167,18
879,2.89051,289,18
880,1.62244,109,18
881,4.7878,433,18
882,1.49687,239,18
883,2.35469,287,18
884,0.780265,280,18
885,0.126839,178,18
886,3.29717,11,18
887,4.53993,28,18
888,2.36306,102,18
889,3.93042,240,18
890,0.124268,222,18
891,3.37288,264,18
892,0.560648,78,18
893,0.606442,203,18
894,0.182757,113,18
895,2.41389,275,18
896,0.583671,116,18
897,0.954268,564,18
898,1.37926,89,18
899,1.83932,164,18
900,2.30847,554,18
901,1.94803,216,19
902,3.55586,187,19
903,1.46752,63,19
904,0.958975,87,19
905,1.65635,384,19
906,0.0880786,371,19
907,0.598827,511,19
908,4.48109,423,19
909,2.8736,369,19
910,1.01387,366,19
911,0.859487,147,19
912,1.18079,380,19
913,2.79843,26,19
914,4.19078,417,19
915,1.33703,398,19
916,4.27053,93,19
917,4.58832,424,19
918,2.58379,18,19
919,0.88314,264,19
920,1.87024,191,19
921,4.86608,376,19
922,4.31445,62,19
923,3.65527,154,19
924,4.8131,455,19
925,1.74974,215,19
926,3.79412,173,19
927,2.81469,153,19
928,0.690484,357,19
929,0.664919,160,19
930,3.47683,492,19
931,3.27064,488,19
932,4.0407,292,19
933,4.97205,209,19
934,4.43801,256,19
935,2.36008,36,19
936,0.606733,544,19
937,2.35983,129,19
938,0.100474,266,19
939,0.934243,561,19
940,3.5023,10,19
941,3.40489,370,19
942,3.76155,523,19
943,4.75036,541,19
944,2.0529,502,19
945,2.98011,275,19
946,3.75232,313,19
947,4.56548,100,19
948,1.17516,249,19
949,0.880728,405,19
950,2.22676,453,19
951,4.58043,329,20
952,3.50139,565,20
953,4.4034,454,20
954,4.28787,164,20
955,4.56597,48,20
956,0.219259,485,20
957,3.17597,277,20
958,0.687513,352,20
959,4.56162,587,20
960,4.81234,244,20
961,0.249736,219,20
962,3.94878,470,20
963,2.78286,21,20
964,1.40169,464,20
965,0.565192,295,20
966,3.58271,409,20
967,2.66816,109,20
968,3.98123,555,20
969,0.939292,231,20
970,1.47914,110,20
971,0.237963,89,20
972,3.07666,281,20
973,1.698,71,20
974,3.64097,14,20
975,4.94009,265,20
976,3.09064,97,20
977,0.286376,85,20
978,4.47933,160,20
979,4.78871,221,20
980,3.81636,416,20
981,0.666928,2,20
982,3.2751,179,20
983,0.922248,482,20
984,1.05328,516,20
985,3.49255,273,20
986,3.88296,172,20
987,0.252333,250,20
988,4.76718,270,20
989,1.34,435,20
990,0.301058,32,20
991,3.9105,27,20
992,1.54392,393,20
993,1.09717,264,20
994,4.33124,4,20
995,4.4228,539,20
996,3.39031,462,20
997,3.82955,415,20
998,3.71898,425,20
999,3.42539,68,20
1000,0.27921,372,20
1001,1.39377,37,21
1002,4.03437,474,21
1003,1.46384,79,21
1004,2.6498,531,21
1005,3.61013,326,21
1006,1.48247,257,21
1007,4.77359,189,21
1008,3.07522,389,21
1009,3.26427,132,21
1010,3.33161,586,21
1011,0.105831,81,21
1012,0.648015,518,21
1013,4.79454,20,21
1014,1.21302,420,21
1015,2.19478,6,21
1016,1.54659,370,21
1017,1.53095,423,21
1018,1.22492,511,21
1019,3.09803,218,21
1020,4.17462,191,21
1021,0.491931,11,21
1022,3.1509,252,21
1023,2.85213,162,21
1024,1.97152,270,21
1025,4.56013,274,21
1026,0.901132,248,21
1027,4.52167,365,21
1028,0.159179,61,21
1029,2.58873,354,21
1030,4.41593,84,21
1031,0.721715,460,21
1032,4.60437,24,21
1033,3.48472,160,21
1034,1.1864,231,21
1035,0.416024,388,21
1036,3.14259,481,21
1037,1.21473,85,21
1038,2.82481,495,21
1039,2.77587,517,21
1040,0.838548,441,21
1041,2.95414,401,21
1042,1.08451,136,21
1043,1.50954,94,21
1044,0.674823,153,21
1045,0.589882,69,21
1046,4.58571,9,21
1047,4.99326,453,21
1048,1.72534,223,21
1049,3.72352,558,21
1050,0.618999,323,21
1051,2.88999,108,22
1052,0.203021,221,22
1053,3.66515,206,22
1054,0.974161,140,22
1055,0.300017,526,22
1056,0.557459,47,22
1057,3.58409,425,22
1058,3.21603,278,22
1059,2.82466,535,22
1060,2.47353,514,22
1061,1.5149,226,22
1062,2.65462,574,22
1063,1.10576,252,22
1064,3.32393,172,22
1065,0.222597,41,22
1066,3.28143,522,22
1067,3.50565,351,22
1068,1.13519,446,22
1069,1.58701,235,22
1070,2.21723,501,22
1071,2.59901,11,22
1072,3.65612,534,22
1073,0.274837,518,22
1074,3.26524,404,22
1075,3.49301,396,22
1076,1.45671,434,22
1077,0.601236,477,22
1078,3.35162,233,22
1079,1.05619,23,22
1080,0.618293,179,22
1081,3.92725,243,22
1082,4.62993,65,22
1083,0.545384,146,22
1084,1.60034,125,22
1085,4.93523,433,22
1086,0.379769,276,22
1087,1.88822,361,22
1088,1.81181,147,22
1089,3.31579,483,22
1090,3.39573,440,22
1091,4.62254,291,22
1092,3.51055,166,22
1093,3.12891,569,22
1094,0.131859,413,22
1095,2.59854,553,22
1096,1.03219,193,22
1097,4.98386,575,22
1098,4.38852,565,22
1099,0.347893,299,22
1100,3.92612,326,22
1101,4.17968,52,23
1102,4.99129,126,23
1103,0.334448,462,23
1104,3.24791,82,23
1105,0.33229,113,23
1106,4.41191,253,23
1107,3.42134,510,23
1108,2.12815,366,23
1109,1.12178,321,23
1110,4.29013,317,23
1111,0.00176673,581,23
1112,3.83159,101,23
1113,1.79585,426,23
1114,2.87599,495,23
1115,3.97909,360,23
1116,3.36954,145,23
1117,3.5991,567,23
1118,0.00465682,277,23
1119,3.4725,65,23
1120,3.22119,200,23
1121,4.45509,119,23
1122,2.14643,322,23
1123,1.51288,180,23
1124,2.64302,189,23
1125,1.61177,467,23
1126,3.25129,224,23
1127,1.75299,291,23
1128,1.49601,523,23
1129,1.21054,589,23
1130,1.71916,539,23
1131,1.98468,414,23
1132,0.436729,204,23
1133,0.944423,49,23
1134,2.308,325,23
1135,1.43671,231,23
1136,3.3819,568,23
1137,0.737937,458,23
1138,1.35577,245,23
1139,2.11152,199,23
1140,0.133609,63,23
1141,0.118283,476,23
1142,1.30796,406,23
1143,2.88451,349,23
1144,2.96266,304,23
1145,1.98513,117,23
1146,0.385595,96,23
1147,4.00083,215,23
1148,1.65554,175,23
1149,4.92825,436,23
1150,3.44115,229,23
1151,3.89638,134,24
1152,3.01982,34,24
1153,4.9758,264,24
1154,4.04534,527,24
1155,2.09316,385,24
1156,0.954765,471,24
1157,3.44764,544,24
1158,4.95944,165,24
1159,0.146337,412,24
1160,1.77683,565,24
1161,0.484195,422,24
1162,2.21376,38,24
1163,1.86072,528,24
1164,4.02367,3,24
1165,4.24477,366,24
1166,1.58703,242,24
1167,1.38559,350,24
1168,1.19372,87,24
1169,0.551395,330,24
1170,3.56712,545,24
1171,2.48434,160,24
1172,4.906,211,24
1173,2.89745,518,24
1174,4.03885,206,24
1175,4.88428,169,24
1176,3.64262,411,24
1177,0.773617,489,24
1178,1.72735,283,24
1179,4.51915,199,24
1180,0.791604,386,24
1181,3.16296,512,24
1182,1.9923,207,24
1183,3.78228,224,24
1184,2.20205,44,24
1185,2.89249,171,24
1186,0.97057,314,24
1187,4.93672,393,24
1188,2.00595,534,24
1189,2.14854,144,24
1190,1.72157,84,24
1191,2.68509,378,24
1192,2.99677,252,24
1193,2.49508,220,24
1194,3.33914,140,24
1195,4.15544,453,24
1196,0.25122,476,24
1197,3.43692,481,24
1198,0.784648,483,24
1199,3.40669,196,24
1200,0.0431871,474,24
1201,4.16835,432,25
1202,3.81698,135,25
1203,1.05456,336,25
1204,0.941722,57,25
1205,0.558237,366,25
1206,3.91848,111,25
1207,4.84489,73,25
1208,3.29239,179,25
1209,4.27603,395,25
1210,4.73633,481,25
1211,1.1835,374,25
1212,0.147953,105,25
1213,4.51974,102,25
1214,3.24145,107,25
1215,4.5462,540,25
1216,0.48816,103,25
1217,0.354663,443,25
1218,1.12389,159,25
1219,1.47356,72,25
1220,4.92626,428,25
1221,1.59619,5,25
1222,3.37682,15,25
1223,1.94716,305,25
1224,4.24489,195,25
1225,0.989024,171,25
1226,1.67839,218,25
1227,0.498488,416,25
1228,3.96875,505,25
1229,4.10688,188,25
1230,2.97437,182,25
1231,1.88616,313,25
1232,4.98386,283,25
1233,2.77345,95,25
1234,1.95524,529,25
1235,3.2659,152,25
1236,2.67623,224,25
1237,3.44168,308,25
1238,2.84972,20,25
1239,4.66871,267,25
1240,3.74425,246,25
1241,2.88086,78,25
1242,0.177486,566,25
1243,2.4531,356,25
1244,4.57692,255,25
1245,4.17342,31,25
1246,2.34274,156,25
